Order_ID,Date,City,Product_ID,Product_Name,Category,Units_Sold,Unit_Price,Discount_Percent,Unit_Cost,Payment_Method,Revenue,Profit
117212,2024-08-01,Delhi,TB5008,Veg Manchurian,Starters,1,159.67,0.0,85.28,Cash on Delivery,159.67,74.39
117213,2024-08-01,Pune,TB5008,Veg Manchurian,STARTERS,1,159.67,0.0,85.28,UPI,159.67,74.39
117214,2024-08-01,Chennai,TB5008,Veg Manchurian,STARTERS,1,159.67,0.0,85.28,Card,159.67,74.39
117215,2024-08-01,Mumbai,TB5008,Veg Manchurian,STARTERS,1,159.67,8.0,85.28,Cash on Delivery,146.9,61.62
117216,2024-08-01,Bangalore,TB5008,Veg Manchurian,Starters,1,159.67,,85.28,Cash on Delivery,159.67,74.39
119809,2024-08-01,Hyderabad,TB5009,Peri Peri Fries,STARTERS,1,104.59,0.0,88.95,Wallet,104.59,15.64
119810,2024-08-01,Delhi,TB5009,Peri Peri Fries,Starters,2,104.59,9.2,88.95,UPI,189.94,12.04
120425,2024-08-01,Mumbai,TB5010,Butter Chicken,Mains,1,156.78,0.0,82.24,UPI,156.78,74.54
120426,2024-08-01,Chennai,TB5010,Butter Chicken,main course,1,156.78,0.0,82.24,Cash on Delivery,156.78,74.54
120427,2024-08-01,Pune,TB5010,Butter Chicken,Main Course,1,156.78,0.0,82.24,UPI,156.78,74.54
122913,2024-08-01,Mumbai,TB5011,Veg Biryani,Main Course,1,70.67,0.0,40.14,Wallet,70.67,30.53
122914,2024-08-01,Delhi,TB5011,Veg Biryani,Mains,1,70.67,0.0,40.14,UPI,70.67,30.53
122915,2024-08-01,Delhi,TB5011,Veg Biryani,Mains,1,70.67,0.0,40.14,UPI,70.67,30.53
122916,2024-08-01,Bangalore,TB5011,Veg Biryani,MAIN COURSE,1,70.67,0.0,40.14,Cash on Delivery,70.67,30.53
122917,2024-08-01,Hyderabad,TB5011,Veg Biryani,MAIN COURSE,1,70.67,0.0,40.14,Cash on Delivery,70.67,30.53
122918,2024-08-01,Delhi,TB5011,Veg Biryani,Mains,1,70.67,0.0,40.14,Wallet,70.67,30.53
125588,2024-08-01,Delhi,TB5012,Paneer Butter Masala,Main Course,2,275.94,10.3,135.55,UPI,495.04,223.94
125589,2024-08-01,Bangalore,TB5012,Paneer Butter Masala,Mains,1,275.94,0.0,135.55,UPI,275.94,140.39
127159,2024-08-01,Pune,TB5013,Chicken Biryani,Mains,3,139.72,0.0,63.51,Card,419.16,228.63
127160,2024-08-01,Delhi,TB5013,Chicken Biryani,Main Course,1,139.72,0.0,63.51,Cash on Delivery,139.72,76.21
127161,2024-08-01,Pune,TB5013,Chicken Biryani,Mains,1,139.72,0.0,63.51,Cash on Delivery,139.72,76.21
127162,2024-08-01,Mumbai,TB5013,Chicken Biryani,MAIN COURSE,1,139.72,0.0,63.51,Cash on Delivery,139.72,76.21
130219,2024-08-01,Chennai,TB5014,Dal Makhani,main course,1,335.28,0.0,177.81,UPI,335.28,157.47
130220,2024-08-01,Bangalore,TB5014,Dal Makhani,Main Course,1,335.28,0.0,177.81,UPI,335.28,157.47
130737,2024-08-01,Delhi,TB5015,Chocolate Brownie,Desserts,1,123.89,11.6,103.44,Wallet,109.52,6.08
130738,2024-08-01,Delhi,TB5015,Chocolate Brownie,Desserts,2,123.89,0.0,103.44,UPI,247.78,40.9
134539,2024-08-01,Mumbai,TB5017,Cheesecake Slice,Desserts,1,276.83,7.0,133.13,Card,257.45,124.32
134540,2024-08-01,Bangalore,TB5017,Cheesecake Slice,Dessert,1,276.83,0.0,133.13,Wallet,276.83,143.7
135742,2024-08-01,Mumbai,TB5019,Rasmalai,Dessert,2,87.87,0.0,70.68,Wallet,175.74,34.38
135743,2024-08-01,Chennai,TB5019,Rasmalai,desserts,1,87.87,0.0,70.68,UPI,87.87,17.19
136284,2024-08-01,Delhi,TB5020,Cheese Burger,fast food,1,71.07,13.8,57.62,UPI,61.26,3.64
136285,2024-08-01,Bangalore,TB5020,Cheese Burger,FastFood,1,71.07,14.3,57.62,Cash on Delivery,60.91,3.29
136286,2024-08-01,Hyderabad,TB5020,Cheese Burger,Fast Food,2,71.07,10.1,57.62,Card,127.78,12.54
136287,2024-08-01,Chennai,TB5020,Cheese Burger,fast food,1,71.07,0.0,57.62,Cash on Delivery,71.07,13.45
136288,2024-08-01,Chennai,TB5020,Cheese Burger,Fast Food,2,71.07,0.0,57.62,Wallet,142.14,26.9
140468,2024-08-01,Hyderabad,TB5021,Chicken Wrap,FastFood,2,171.26,0.0,130.1,Card,342.52,82.32
140469,2024-08-01,Chennai,TB5021,Chicken Wrap,fast food,1,171.26,9.2,130.1,Wallet,155.5,25.4
140470,2024-08-01,Bangalore,TB5021,Chicken Wrap,FAST FOOD,1,171.26,0.0,130.1,Card,171.26,41.16
140471,2024-08-01,Delhi,TB5021,Chicken Wrap,FAST FOOD,1,171.26,5.6,130.1,Cash on Delivery,161.67,31.57
140472,2024-08-01,Hyderabad,TB5021,Chicken Wrap,Fast Food,1,171.26,17.1,130.1,UPI,141.97,11.87
140473,2024-08-01,Bangalore,TB5021,Chicken Wrap,Fast Food,2,171.26,8.9,130.1,Card,312.04,51.84
144537,2024-08-01,Bangalore,TB5022,Loaded Nachos,fast food,1,150.68,0.0,86.31,Card,150.68,64.37
144538,2024-08-01,Pune,TB5022,Loaded Nachos,Fast Food,1,150.68,0.0,86.31,Card,150.68,64.37
144539,2024-08-01,Chennai,TB5022,Loaded Nachos,FAST FOOD,1,150.68,9.3,86.31,Cash on Delivery,136.67,50.36
144540,2024-08-01,Delhi,TB5022,Loaded Nachos,fast food,1,150.68,5.4,86.31,Wallet,142.54,56.23
146963,2024-08-01,Pune,TB5023,Veg Pizza Slice,fast food,2,183.75,7.1,153.6,Card,341.41,34.21
146964,2024-08-01,Bangalore,TB5023,Veg Pizza Slice,Fast Food,2,183.75,5.4,153.6,Cash on Delivery,347.66,40.46
146965,2024-08-01,Chennai,TB5023,Veg Pizza Slice,FAST FOOD,1,183.75,0.0,153.6,UPI,183.75,30.15
149783,2024-08-01,Mumbai,TB5024,Hot Dog Combo,fast food,1,94.88,0.0,74.65,UPI,94.88,20.23
149784,2024-08-01,Mumbai,TB5024,Hot Dog Combo,fast food,1,94.88,0.0,74.65,Card,94.88,20.23
149785,2024-08-01,Bangalore,TB5024,Hot Dog Combo,FAST FOOD,1,94.88,10.4,74.65,Wallet,85.01,10.36
149786,2024-08-01,Delhi,TB5024,Hot Dog Combo,FAST FOOD,1,94.88,0.0,74.65,Card,94.88,20.23
152372,2024-08-01,Chennai,TB5025,Family Feast Combo,Combo Meals,2,67.85,,53.7,Cash on Delivery,135.7,28.3
152373,2024-08-01,Delhi,TB5025,Family Feast Combo,COMBOS,1,67.85,0.0,53.7,Wallet,67.85,14.15
152374,2024-08-01,Bangalore,TB5025,Family Feast Combo,COMBOS,1,67.85,15.3,53.7,Cash on Delivery,57.47,3.77
156508,2024-08-01,Mumbai,TB5026,Lunch Box Combo,Combos,1,122.12,0.0,56.91,Wallet,122.12,65.21
156509,2024-08-01,Chennai,TB5026,Lunch Box Combo,Combo Meals,1,122.12,0.0,56.91,UPI,122.12,65.21
156510,2024-08-01,Pune,TB5026,Lunch Box Combo,combos,1,122.12,0.0,56.91,Cash on Delivery,122.12,65.21
156511,2024-08-01,Delhi,TB5026,Lunch Box Combo,Combos,1,122.12,0.0,56.91,Cash on Delivery,122.12,65.21
159472,2024-08-01,Pune,TB5027,Burger + Fries Combo,Combo Meals,2,170.57,19.1,129.12,Cash on Delivery,275.98,17.74
159473,2024-08-01,Hyderabad,TB5027,Burger + Fries Combo,Combos,2,170.57,0.0,129.12,Wallet,341.14,82.9
162046,2024-08-01,Hyderabad,TB5028,Biryani + Drink Combo,COMBOS,1,132.8,19.2,110.47,UPI,107.3,-3.17
162047,2024-08-01,Bangalore,TB5028,Biryani + Drink Combo,COMBOS,1,132.8,0.0,110.47,Wallet,132.8,22.33
164940,2024-08-01,Bangalore,TB5030,Grilled Chicken Salad,Healthy & Salads,1,134.21,0.0,63.25,Wallet,134.21,70.96
164941,2024-08-01,Bangalore,TB5030,Grilled Chicken Salad,Salads,1,134.21,0.0,63.25,Wallet,134.21,70.96
164942,2024-08-01,Pune,TB5030,Grilled Chicken Salad,Salads,1,134.21,5.2,63.25,UPI,127.23,63.98
165729,2024-08-01,Hyderabad,TB5031,Sprouts Bowl,healthy & salads,3,72.18,0.0,59.85,Card,216.54,36.99
165730,2024-08-01,Hyderabad,TB5031,Sprouts Bowl,Salads,3,72.18,9.2,59.85,Wallet,196.62,17.07
167063,2024-08-01,Hyderabad,TB5033,Chocolate Muffin,Bakery Items,1,120.89,0.0,99.96,Card,120.89,20.93
168894,2024-08-01,Hyderabad,TB5036,Cinnamon Roll,Bakery Items,2,268.49,0.0,134.9,Wallet,536.98,267.18
100003,2024-08-02,Mumbai,TB5000,Mango Cooler,Beverages,1,99.52,0.0,47.63,UPI,99.52,51.89
100004,2024-08-02,Pune,TB5000,Mango Cooler,Drinks,1,99.52,0.0,47.63,Card,99.52,51.89
102141,2024-08-02,Hyderabad,TB5001,Cold Brew Coffee,Drinks,1,137.42,0.0,109.23,UPI,137.42,28.19
102142,2024-08-02,Delhi,TB5001,Cold Brew Coffee,beverages,1,137.42,0.0,109.23,Cash on Delivery,137.42,28.19
102143,2024-08-02,Bangalore,TB5001,Cold Brew Coffee,Drinks,1,137.42,14.1,109.23,Cash on Delivery,118.04,8.81
102144,2024-08-02,Hyderabad,TB5001,Cold Brew Coffee,Beverages,1,137.42,0.0,109.23,Wallet,137.42,28.19
102145,2024-08-02,Pune,TB5001,Cold Brew Coffee,Drinks,1,137.42,0.0,109.23,UPI,137.42,28.19
102146,2024-08-02,Bangalore,TB5001,Cold Brew Coffee,beverages,1,137.42,0.0,109.23,Card,137.42,28.19
104478,2024-08-02,Bangalore,TB5002,Masala Chai,Beverages,1,226.95,0.0,107.92,Wallet,226.95,119.03
104479,2024-08-02,Hyderabad,TB5002,Masala Chai,Drinks,2,226.95,7.9,107.92,Card,418.04,202.2
104480,2024-08-02,Chennai,TB5002,Masala Chai,beverages,2,226.95,0.0,107.92,Cash on Delivery,453.9,238.06
104480,2024-08-02,Chennai,TB5002,Masala Chai,beverages,2,226.95,0.0,107.92,Cash on Delivery,453.9,238.06
104481,2024-08-02,Delhi,TB5002,Masala Chai,beverages,1,226.95,0.0,107.92,Card,226.95,119.03
107204,2024-08-02,Delhi,TB5004,Berry Smoothie,BEVERAGES,1,155.68,,116.06,Card,120.81,4.75
107205,2024-08-02,Pune,TB5004,Berry Smoothie,beverages,1,155.68,11.0,116.06,Cash on Delivery,138.56,22.5
107206,2024-08-02,Hyderabad,TB5004,Berry Smoothie,Beverages,1,155.68,23.5,116.06,UPI,119.1,3.04
109871,2024-08-02,Delhi,TB5005,Paneer Tikka,Appetizers,1,81.59,,64.65,UPI,81.59,16.94
109872,2024-08-02,Bangalore,TB5005,Paneer Tikka,STARTERS,1,81.59,18.0,64.65,Cash on Delivery,66.9,2.25
109873,2024-08-02,Hyderabad,TB5005,Paneer Tikka,STARTERS,1,81.59,8.0,64.65,Card,75.06,10.41
113933,2024-08-02,Bangalore,TB5006,Chicken 65,starters,2,59.87,0.0,50.36,Card,119.74,19.02
113934,2024-08-02,Bangalore,TB5006,Chicken 65,Appetizers,1,59.87,0.0,50.36,Cash on Delivery,59.87,9.51
114338,2024-08-02,Pune,TB5007,Spring Rolls,Appetizers,1,185.73,0.0,142.17,UPI,185.73,43.56
114339,2024-08-02,Mumbai,TB5007,Spring Rolls,starters,1,185.73,12.3,142.17,UPI,162.89,20.72
117217,2024-08-02,Hyderabad,TB5008,Veg Manchurian,STARTERS,1,159.67,0.0,85.28,Cash on Delivery,159.67,74.39
117218,2024-08-02,Hyderabad,TB5008,Veg Manchurian,Starters,1,159.67,0.0,85.28,Wallet,159.67,74.39
117219,2024-08-02,Delhi,TB5008,Veg Manchurian,starters,1,159.67,0.0,85.28,Wallet,159.67,74.39
117220,2024-08-02,Pune,TB5008,Veg Manchurian,STARTERS,1,159.67,0.0,85.28,Card,159.67,74.39
117221,2024-08-02,Mumbai,TB5008,Veg Manchurian,Appetizers,1,159.67,0.0,85.28,Card,159.67,74.39
117222,2024-08-02,Hyderabad,TB5008,Veg Manchurian,Starters,1,159.67,0.0,85.28,Wallet,159.67,74.39
117223,2024-08-02,Pune,TB5008,Veg Manchurian,starters,2,159.67,0.0,85.28,UPI,319.34,148.78
117224,2024-08-02,Hyderabad,TB5008,Veg Manchurian,STARTERS,1,159.67,0.0,85.28,Cash on Delivery,159.67,74.39
119811,2024-08-02,Hyderabad,TB5009,Peri Peri Fries,Starters,1,104.59,0.0,88.95,Wallet,104.59,15.64
120428,2024-08-02,Mumbai,TB5010,Butter Chicken,Mains,2,156.78,,82.24,Wallet,313.56,149.08
120429,2024-08-02,Mumbai,TB5010,Butter Chicken,MAIN COURSE,1,156.78,0.0,82.24,UPI,156.78,74.54
120430,2024-08-02,Bangalore,TB5010,Butter Chicken,Mains,3,156.78,0.0,82.24,Cash on Delivery,470.34,223.62
122919,2024-08-02,Mumbai,TB5011,Veg Biryani,MAIN COURSE,1,70.67,0.0,40.14,Cash on Delivery,70.67,30.53
122920,2024-08-02,Pune,TB5011,Veg Biryani,main course,2,70.67,0.0,40.14,Cash on Delivery,141.34,61.06
125590,2024-08-02,Bangalore,TB5012,Paneer Butter Masala,MAIN COURSE,1,275.94,0.0,135.55,Wallet,275.94,140.39
125591,2024-08-02,Chennai,TB5012,Paneer Butter Masala,Main Course,1,275.94,,135.55,Cash on Delivery,275.94,140.39
125592,2024-08-02,Pune,TB5012,Paneer Butter Masala,Mains,1,275.94,0.0,135.55,UPI,275.94,140.39
127163,2024-08-02,Pune,TB5013,Chicken Biryani,Mains,2,139.72,10.7,63.51,Card,249.54,122.52
127164,2024-08-02,Mumbai,TB5013,Chicken Biryani,Main Course,1,139.72,0.0,63.51,Wallet,139.72,76.21
127165,2024-08-02,Pune,TB5013,Chicken Biryani,MAIN COURSE,1,139.72,0.0,63.51,Cash on Delivery,139.72,76.21
130739,2024-08-02,Chennai,TB5015,Chocolate Brownie,Dessert,1,123.89,16.4,103.44,UPI,103.57,0.13
134541,2024-08-02,Pune,TB5017,Cheesecake Slice,Dessert,2,276.83,0.0,133.13,Cash on Delivery,553.66,287.4
135744,2024-08-02,Bangalore,TB5019,Rasmalai,DESSERTS,1,87.87,0.0,70.68,Wallet,87.87,17.19
136289,2024-08-02,Mumbai,TB5020,Cheese Burger,FastFood,2,71.07,0.0,57.62,Card,142.14,26.9
136290,2024-08-02,Mumbai,TB5020,Cheese Burger,fast food,2,71.07,0.0,57.62,UPI,142.14,26.9
136291,2024-08-02,Chennai,TB5020,Cheese Burger,FastFood,1,71.07,0.0,57.62,Card,71.07,13.45
136292,2024-08-02,Bangalore,TB5020,Cheese Burger,FastFood,1,71.07,9.6,57.62,UPI,64.25,6.63
136293,2024-08-02,Hyderabad,TB5020,Cheese Burger,Fast Food,1,71.07,,57.62,Wallet,56.64,-0.98
136294,2024-08-02,Mumbai,TB5020,Cheese Burger,FastFood,1,71.07,14.9,57.62,UPI,60.48,2.86
136295,2024-08-02,Bangalore,TB5020,Cheese Burger,fast food,3,71.07,9.5,57.62,Wallet,192.96,20.1
136296,2024-08-02,Pune,TB5020,Cheese Burger,FastFood,1,71.07,0.0,57.62,Cash on Delivery,71.07,13.45
140474,2024-08-02,Mumbai,TB5021,Chicken Wrap,Fast Food,2,171.26,11.3,130.1,Card,303.82,43.62
140475,2024-08-02,Delhi,TB5021,Chicken Wrap,fast food,2,171.26,12.4,130.1,Wallet,300.05,39.85
140476,2024-08-02,Hyderabad,TB5021,Chicken Wrap,FastFood,1,171.26,0.0,130.1,Card,171.26,41.16
140477,2024-08-02,Bangalore,TB5021,Chicken Wrap,fast food,1,171.26,0.0,130.1,Cash on Delivery,171.26,41.16
144541,2024-08-02,Delhi,TB5022,Loaded Nachos,fast food,2,150.68,0.0,86.31,Card,301.36,128.74
144542,2024-08-02,Pune,TB5022,Loaded Nachos,FAST FOOD,1,150.68,0.0,86.31,Cash on Delivery,150.68,64.37
144543,2024-08-02,Delhi,TB5022,Loaded Nachos,FAST FOOD,2,150.68,0.0,86.31,Wallet,301.36,128.74
146966,2024-08-02,Bangalore,TB5023,Veg Pizza Slice,fast food,1,183.75,5.7,153.6,UPI,173.28,19.68
146967,2024-08-02,Bangalore,TB5023,Veg Pizza Slice,fast food,1,183.75,0.0,153.6,Cash on Delivery,183.75,30.15
149787,2024-08-02,Bangalore,TB5024,Hot Dog Combo,Fast Food,1,94.88,9.4,74.65,UPI,85.96,11.31
152375,2024-08-02,Delhi,TB5025,Family Feast Combo,combos,1,67.85,8.7,53.7,UPI,61.95,8.25
152376,2024-08-02,Chennai,TB5025,Family Feast Combo,COMBOS,1,67.85,0.0,53.7,Card,67.85,14.15
152377,2024-08-02,Mumbai,TB5025,Family Feast Combo,Combo Meals,1,67.85,0.0,53.7,Wallet,67.85,14.15
152378,2024-08-02,Pune,TB5025,Family Feast Combo,Combos,1,67.85,10.5,53.7,UPI,60.73,7.03
152379,2024-08-02,Pune,TB5025,Family Feast Combo,Combos,2,67.85,0.0,53.7,Cash on Delivery,135.7,28.3
152380,2024-08-02,Bangalore,TB5025,Family Feast Combo,COMBOS,1,67.85,8.8,53.7,Card,61.88,8.18
156512,2024-08-02,Hyderabad,TB5026,Lunch Box Combo,Combos,1,122.12,0.0,56.91,Cash on Delivery,122.12,65.21
156513,2024-08-02,Bangalore,TB5026,Lunch Box Combo,Combo Meals,1,122.12,0.0,56.91,Cash on Delivery,122.12,65.21
156514,2024-08-02,Bangalore,TB5026,Lunch Box Combo,COMBOS,2,122.12,0.0,56.91,Card,244.24,130.42
156515,2024-08-02,Bangalore,TB5026,Lunch Box Combo,Combo Meals,1,122.12,0.0,56.91,UPI,122.12,65.21
156516,2024-08-02,Hyderabad,TB5026,Lunch Box Combo,Combo Meals,1,122.12,0.0,56.91,Cash on Delivery,122.12,65.21
159474,2024-08-02,Chennai,TB5027,Burger + Fries Combo,COMBOS,2,170.57,19.1,129.12,Card,275.98,17.74
159475,2024-08-02,Mumbai,TB5027,Burger + Fries Combo,COMBOS,2,170.57,18.6,129.12,Wallet,277.69,19.45
159476,2024-08-02,Bangalore,TB5027,Burger + Fries Combo,combos,2,170.57,21.0,129.12,Wallet,269.5,11.26
162048,2024-08-02,Chennai,TB5028,Biryani + Drink Combo,combos,1,132.8,6.0,110.47,UPI,124.83,14.36
162049,2024-08-02,Pune,TB5028,Biryani + Drink Combo,Combo Meals,3,132.8,0.0,110.47,Card,398.4,66.99
162049,2024-08-02,Pune,TB5028,Biryani + Drink Combo,Combo Meals,3,132.8,0.0,110.47,Card,398.4,66.99
165731,2024-08-02,Pune,TB5031,Sprouts Bowl,Healthy & Salads,1,72.18,0.0,59.85,Cash on Delivery,72.18,12.33
165732,2024-08-02,Bangalore,TB5031,Sprouts Bowl,healthy & salads,1,72.18,8.2,59.85,Wallet,66.26,6.41
167641,2024-08-02,Bangalore,TB5034,Garlic Bread,Bakery Items,1,185.77,0.0,98.81,Wallet,185.77,86.96
167642,2024-08-02,Mumbai,TB5034,Garlic Bread,bakery,1,185.77,0.0,98.81,Cash on Delivery,185.77,86.96
168482,2024-08-02,Pune,TB5035,Croissant,Bakery,2,47.1,14.1,40.35,Cash on Delivery,80.92,0.22
168895,2024-08-02,Hyderabad,TB5036,Cinnamon Roll,bakery,1,268.49,0.0,134.9,Wallet,268.49,133.59
100005,2024-08-03,Chennai,TB5000,Mango Cooler,BEVERAGES,1,99.52,0.0,47.63,Cash on Delivery,99.52,51.89
100006,2024-08-03,Hyderabad,TB5000,Mango Cooler,BEVERAGES,1,99.52,0.0,47.63,Cash on Delivery,99.52,51.89
102147,2024-08-03,Hyderabad,TB5001,Cold Brew Coffee,BEVERAGES,1,137.42,17.9,109.23,Cash on Delivery,112.82,3.59
102148,2024-08-03,Bangalore,TB5001,Cold Brew Coffee,beverages,1,137.42,9.0,109.23,Card,125.05,15.82
102149,2024-08-03,Hyderabad,TB5001,Cold Brew Coffee,BEVERAGES,1,137.42,13.5,109.23,Card,118.87,9.64
104482,2024-08-03,Bangalore,TB5002,Masala Chai,BEVERAGES,1,226.95,,107.92,Cash on Delivery,226.95,119.03
104483,2024-08-03,Mumbai,TB5002,Masala Chai,Beverages,2,226.95,0.0,107.92,Wallet,453.9,238.06
104484,2024-08-03,Mumbai,TB5002,Masala Chai,beverages,1,226.95,6.8,107.92,Cash on Delivery,211.52,103.6
107207,2024-08-03,Mumbai,TB5004,Berry Smoothie,BEVERAGES,1,155.68,12.5,116.06,UPI,136.22,20.16
107208,2024-08-03,Delhi,TB5004,Berry Smoothie,Drinks,1,155.68,15.0,116.06,Wallet,132.33,16.27
107209,2024-08-03,Hyderabad,TB5004,Berry Smoothie,BEVERAGES,2,155.68,0.0,116.06,Card,311.36,79.24
107210,2024-08-03,Bangalore,TB5004,Berry Smoothie,Beverages,2,155.68,0.0,116.06,UPI,311.36,79.24
107211,2024-08-03,Pune,TB5004,Berry Smoothie,beverages,1,155.68,18.6,116.06,UPI,126.72,10.66
107212,2024-08-03,Mumbai,TB5004,Berry Smoothie,BEVERAGES,2,155.68,0.0,116.06,UPI,311.36,79.24
107213,2024-08-03,Mumbai,TB5004,Berry Smoothie,Drinks,1,155.68,12.3,116.06,Cash on Delivery,136.53,20.47
107214,2024-08-03,Mumbai,TB5004,Berry Smoothie,Beverages,1,155.68,19.0,116.06,Wallet,126.1,10.04
107215,2024-08-03,Delhi,TB5004,Berry Smoothie,BEVERAGES,1,155.68,0.0,116.06,Cash on Delivery,155.68,39.62
109874,2024-08-03,Bangalore,TB5005,Paneer Tikka,Appetizers,1,81.59,15.1,64.65,Card,69.27,4.62
109875,2024-08-03,Hyderabad,TB5005,Paneer Tikka,Starters,1,81.59,12.5,64.65,Cash on Delivery,71.39,6.74
109876,2024-08-03,Hyderabad,TB5005,Paneer Tikka,Appetizers,1,81.59,0.0,64.65,Wallet,81.59,16.94
113935,2024-08-03,Delhi,TB5006,Chicken 65,STARTERS,1,59.87,0.0,50.36,Card,59.87,9.51
114340,2024-08-03,Bangalore,TB5007,Spring Rolls,STARTERS,1,185.73,0.0,142.17,Wallet,185.73,43.56
114341,2024-08-03,Chennai,TB5007,Spring Rolls,STARTERS,3,185.73,5.3,142.17,Cash on Delivery,527.66,101.15
114342,2024-08-03,Hyderabad,TB5007,Spring Rolls,Starters,1,185.73,6.9,142.17,UPI,172.91,30.74
114343,2024-08-03,Delhi,TB5007,Spring Rolls,STARTERS,2,185.73,0.0,142.17,Card,371.46,87.12
114344,2024-08-03,Hyderabad,TB5007,Spring Rolls,STARTERS,2,185.73,0.0,142.17,Card,371.46,87.12
114345,2024-08-03,Mumbai,TB5007,Spring Rolls,Starters,1,185.73,17.1,142.17,Wallet,153.97,11.8
114346,2024-08-03,Pune,TB5007,Spring Rolls,starters,1,185.73,13.4,142.17,Card,160.84,18.67
114347,2024-08-03,Bangalore,TB5007,Spring Rolls,starters,2,185.73,7.1,142.17,Cash on Delivery,345.09,60.75
117225,2024-08-03,Delhi,TB5008,Veg Manchurian,Appetizers,1,159.67,,85.28,UPI,159.67,74.39
117226,2024-08-03,Delhi,TB5008,Veg Manchurian,Appetizers,1,159.67,0.0,85.28,Cash on Delivery,159.67,74.39
120431,2024-08-03,Pune,TB5010,Butter Chicken,Main Course,1,156.78,0.0,82.24,Card,156.78,74.54
120432,2024-08-03,Pune,TB5010,Butter Chicken,main course,1,156.78,10.2,82.24,UPI,140.79,58.55
120433,2024-08-03,Pune,TB5010,Butter Chicken,Mains,2,156.78,0.0,82.24,Cash on Delivery,313.56,149.08
120434,2024-08-03,Mumbai,TB5010,Butter Chicken,Mains,1,156.78,8.5,82.24,UPI,143.45,61.21
120435,2024-08-03,Hyderabad,TB5010,Butter Chicken,Main Course,1,156.78,0.0,82.24,Card,156.78,74.54
120436,2024-08-03,Mumbai,TB5010,Butter Chicken,Mains,1,156.78,10.0,82.24,Wallet,141.1,58.86
120437,2024-08-03,Chennai,TB5010,Butter Chicken,Mains,1,156.78,0.0,82.24,Card,156.78,74.54
122921,2024-08-03,Chennai,TB5011,Veg Biryani,MAIN COURSE,1,70.67,0.0,40.14,Wallet,70.67,30.53
122922,2024-08-03,Bangalore,TB5011,Veg Biryani,Mains,3,70.67,0.0,40.14,Card,212.01,91.59
122923,2024-08-03,Delhi,TB5011,Veg Biryani,Main Course,1,70.67,0.0,40.14,Wallet,70.67,30.53
